Table,SPNWR_ID,SpeciesCode,OriginalTagID,Neophyte,DateOfActivity,Result,DP Stake,InSituStake1,CurvedCarapaceLength_NtoN,CurvedCarapaceWidth
SPNWR,12831,Dc,AAR575,,6/1/2001,Relocate,,154,159.4,117
SPNWR,12900,Dc,AAR575,,6/14/2001,In Situ,,62,159.6,117.5
SPNWR,12943,Dc,AAR575,,6/23/2001,In Situ,,54,,
SPNWR,1103,Dc,AAR575,,4/4/2003,In Situ,,131,160.4,121.9
SPNWR,1006,Dc,AAR575,,4/15/2003,Relocate,,160,160,118.8
SPNWR,1316,Dc,AAR575,,4/24/2003,Probable Lay,,199,161,120.3
SPNWR,1497,Dc,AAR575,,5/3/2003,Relocate,,158,160,119.5
SPNWR,1672,Dc,AAR575,,5/11/2003,Track Only,,155,,
SPNWR,1675,Dc,AAR575,,5/11/2003,Relocate,,153,160.5,119.3
SPNWR,1840,Dc,AAR575,,5/20/2003,Relocate,,171,162,121
SPNWR,2033,Dc,AAR575,,5/30/2003,Relocate,,167,161.4,118.7
SPNWR,2217,Dc,AAR575,,6/9/2003,Relocate,,156,161,119
SPNWR,2328,Dc,AAR575,,6/18/2003,Relocate,,164,161,123
SPNWR,2241,Dc,AAR575,,6/30/2003,In Situ,,178,170,120.5
SPNWR,3364,Dc,AAR575,,4/11/2005,Dry Run,,123,,
SPNWR,3375,Dc,AAR575,,4/12/2005,In Situ,,170,161,119.1
SPNWR,3457,Dc,AAR575,,4/21/2005,In Situ,,172,160,120.1
SPNWR,3545,Dc,AAR575,,4/30/2005,Relocate,,149,160.5,119
SPNWR,3266,Dc,AAR575,,5/8/2005,Track Only,,186,,
SPNWR,3267,Dc,AAR575,,5/8/2005,Track Only,,162,,
SPNWR,3663,Dc,AAR575,,5/9/2005,In Situ,,173,159.5,119
SPNWR,3791,Dc,AAR575,,5/19/2005,In Situ,,170,162,119.5
SPNWR,3851,Dc,AAR575,,5/28/2005,Relocate,,162,164.3,121
SPNWR,3964,Dc,AAR575,,6/6/2005,In Situ,,170,160.9,109.2
SPNWR,14169,Dc,AAR575,,4/7/2007,In Situ,,184,160.5,116.4
SPNWR,14282,Dc,AAR575,,4/17/2007,In Situ,,171,164,119.25
SPNWR,14379,Dc,AAR575,,4/26/2007,In Situ,,164,,
SPNWR,14478,Dc,AAR575,,5/4/2007,In Situ,,175,160.3,120.1
SPNWR,14592,Dc,AAR575,,5/12/2007,In Situ,,168,163,121
SPNWR,14726,Dc,AAR575,,5/21/2007,In Situ,,177,161.3,119.5
SPNWR,14856,Dc,AAR575,,5/29/2007,In Situ,,188,161.8,119.7
SPNWR,14963,Dc,AAR575,,6/6/2007,In Situ,,184,161.8,119.4
SPNWR,15039,Dc,AAR575,,6/15/2007,In Situ,,188,163,125
SPNWR,16368,Dc,AAR575,,4/10/2009,Relocate,,175,161.4,119.9
SPNWR,16492,Dc,AAR575,,4/20/2009,In Situ,,176,162.4,120
SPNWR,16619,Dc,AAR575,,4/29/2009,Probable Lay,,177,163.4,121.5
SPNWR,16734,Dc,AAR575,,5/8/2009,In Situ,,171,162.4,119.2
SPNWR,16875,Dc,AAR575,,5/16/2009,In Situ,,183,161.1,121.4
SPNWR,16983,Dc,AAR575,,5/24/2009,In Situ,,175,160.4,118.1
SPNWR,17109,Dc,AAR575,,6/2/2009,In Situ,,176,162.8,120.2
SPNWR,17228,Dc,AAR575,,6/10/2009,In Situ,,180,163,121.1
SPNWR,17321,Dc,AAR575,,6/20/2009,In Situ,,185,161.7,120.2
SPNWR,31098,Dc,AAR575,,4/21/2011,Lay,,180,165,119.5
SPNWR,31214,Dc,AAR575,,4/30/2011,Lay,,178,165,122
SPNWR,31287,Dc,AAR575,,5/8/2011,Lay,,180,164.5,122
SPNWR,31345,Dc,AAR575,,5/17/2011,Track Only,,172,,
SPNWR,31356,Dc,AAR575,,5/18/2011,Lay,,181,164.5,119.8
SPNWR,31432,Dc,AAR575,,5/27/2011,Lay,,158,163,120.8
SPNWR,31250,Dc,AAR575,,6/3/2011,Lay,,186,164.3,122.1
SPNWR,19095,Dc,AAR575,,6/12/2011,Lay,,151,164.5,120.5
SPNWR,31669,Dc,AAR575,,6/26/2011,Lay,,167,163,121
SPNWR,72,Dc,AAR575,,4/9/2014,Lay,,190,164,120.5
SPNWR,18243,Dc,AAR575,,4/18/2014,Lay,,188,164.5,120.4
SPNWR,18313,Dc,AAR575,,4/28/2014,Lay,,193,166.5,120.4
SPNWR,18377,Dc,AAR575,,5/6/2014,Lay,,187,166.6,120.7
SPNWR,101,Dc,AAR575,,5/16/2014,Lay,,190,165.5,120.9
SPNWR,18336,Dc,AAR575,,5/27/2014,Lay,,193,165.2,121.4
SPNWR,18491,Dc,AAR575,,6/5/2014,Lay,,191,167,120.8
SPNWR,18900,Dc,AAR575,,6/13/2014,Lay,,182,167.5,120.6
SPNWR,18935,Dc,AAR575,,6/23/2014,Lay,191.6,,166.2,120.3
SPActivity,7843,Dc,AAR575,,3/31/2018,Lay,,196,166,121.5
SPActivity,7865,Dc,AAR575,,4/16/2018,Lay,,201,166,122.1
SPNWR,7950,Dc,AAR576,,5/11/1995,Dry Run,,187,,
SPNWR,8358,Dc,AAR576,,5/22/1995,Relocate,,155,143.4,103.7
SPNWR,8404,Dc,AAR576,,5/31/1995,Dry Run,,147,,
SPNWR,8408,Dc,AAR576,,6/1/1995,In Situ,,175,142.7,102.3
SPNWR,8462,Dc,AAR576,,6/13/1995,Relocate,,127,,
SPNWR,8491,Dc,AAR576,,6/22/1995,In Situ,,175,143.5,103.6
SPNWR,8513,Dc,AAR576,,7/2/1995,In Situ,,183,144,106
SPNWR,11251,Dc,AAR576,,4/12/2000,Relocate,,137,146,105.4
SPNWR,11330,Dc,AAR576,,4/23/2000,Dry Run,,177,,
SPNWR,11358,Dc,AAR576,,4/25/2000,Relocate,,152,145.2,106.2
SPNWR,11449,Dc,AAR576,,5/5/2000,Relocate,,194,145,108.1
SPNWR,11580,Dc,AAR576,,5/14/2000,In Situ,,162,145.2,104.8
SPNWR,11667,Dc,AAR576,,5/22/2000,In Situ,,186,145,105.2
SPNWR,11738,Dc,AAR576,,5/31/2000,Dry Run,,160,,
SPNWR,11748,Dc,AAR576,,6/1/2000,In Situ,,159,144.4,104.7
SPNWR,11770,Dc,AAR576,,6/10/2000,In Situ,,163,143.7,106
SPNWR,11814,Dc,AAR576,,6/21/2000,In Situ,,191,145.3,104.2
SPNWR,7952,Dc,AAR577,,5/11/1995,Relocate,,162,164.7,114.4
SPNWR,8347,Dc,AAR577,,5/20/1995,Relocate,,153,165.4,115.2
SPNWR,8387,Dc,AAR577,,5/29/1995,In Situ,,133,164.4,114
SPNWR,8441,Dc,AAR577,,6/9/1995,Relocate,,155,164.3,114.7
SPNWR,8480,Dc,AAR577,,6/19/1995,Relocate,,156,164.7,114.1
SPNWR,8853,Dc,AAR577,,4/1/1997,In Situ,,150,,
SPNWR,8922,Dc,AAR577,,4/12/1997,Dry Run,,152,,
SPNWR,8929,Dc,AAR577,,4/13/1997,Track Only,,161,,
SPNWR,8937,Dc,AAR577,,4/14/1997,Relocate,,139,167.4,117
SPNWR,9030,Dc,AAR577,,4/25/1997,In Situ,,175,,
SPNWR,9126,Dc,AAR577,,5/5/1997,Relocate,,147,157.5,116.9
SPNWR,9266,Dc,AAR577,,5/13/1997,In Situ,,185,165.7,116.6
SPNWR,9375,Dc,AAR577,,5/23/1997,Dry Run,,152,166.1,118.3
SPNWR,9394,Dc,AAR577,,5/24/1997,Dry Run,,145,165.6,118
SPNWR,9406,Dc,AAR577,,5/25/1997,In Situ,,176,,
SPNWR,9580,Dc,AAR577,,6/3/1997,In Situ,,178,166.2,117.1
SPNWR,9687,Dc,AAR577,,6/11/1997,Dry Run,,167,,
SPNWR,9692,Dc,AAR577,,6/12/1997,Relocate,,166,167.5,116.3
SPNWR,9771,Dc,AAR577,,6/21/1997,Relocate,,159,165,116.7
SPNWR,9860,Dc,AAR577,,7/3/1997,In Situ,,180,168,121
SPNWR,10287,Dc,AAR577,,4/11/1999,In Situ,,179,168.6,118.2
SPNWR,10373,Dc,AAR577,,4/21/1999,Dry Run,,,,
SPNWR,10374,Dc,AAR577,,4/21/1999,In Situ,,177,169.4,117.2
SPNWR,10454,Dc,AAR577,,5/1/1999,In Situ,,180,168.5,117.5
SPNWR,10588,Dc,AAR577,,5/11/1999,In Situ,,177,,
SPNWR,10727,Dc,AAR577,,5/21/1999,Relocate,,163,167.7,117.3
SPNWR,10874,Dc,AAR577,,5/31/1999,Dry Run,,167,167.2,
SPNWR,10934,Dc,AAR577,,6/10/1999,In Situ,,176,171.1,117.8
SPNWR,10990,Dc,AAR577,,6/18/1999,In Situ,,190,170.2,118.4
SPNWR,11046,Dc,AAR577,,6/28/1999,Dry Run,,147,,
SPNWR,11049,Dc,AAR577,,6/28/1999,In Situ,,196,167.7,117.2
SPNWR,11121,Dc,AAR577,,7/11/1999,In Situ,,176,168,118.6
SPNWR,13150,Dc,AAR577,,5/1/2001,Relocate,,168,169,120
SPNWR,12371,Dc,AAR577,,5/10/2001,In Situ,,195,,
SPNWR,12543,Dc,AAR577,,5/19/2001,In Situ,,201,169,118.1
SPNWR,12765,Dc,AAR577,,5/28/2001,In Situ,,199,168.5,100.5
SPNWR,12896,Dc,AAR577,,6/13/2001,Relocate,,146,168.5,117.5
SPNWR,12938,Dc,AAR577,,6/22/2001,In Situ,,198,168.1,117.5
SPNWR,13031,Dc,AAR577,,7/6/2001,In Situ,,178,167.8,117.5
SPNWR,13078,Dc,AAR577,,7/18/2001,In Situ,,193,157.8,117.9
SPNWR,13079,Dc,AAR577,,7/18/2001,Dry Run,,150,,
SPNWR,1263,Dc,AAR577,,4/20/2003,Relocate,,158,169.4,118.4
SPNWR,1416,Dc,AAR577,,4/28/2003,In Situ,,189,169.4,118.8
SPNWR,1614,Dc,AAR577,,5/8/2003,In Situ,,187,170,116.5
SPNWR,1779,Dc,AAR577,,5/17/2003,In Situ,,183,140,106.5
SPNWR,1963,Dc,AAR577,,5/26/2003,In Situ,,181,169.5,118.5
SPNWR,2154,Dc,AAR577,,6/4/2003,In Situ,,186,168.8,107.1
SPNWR,2442,Dc,AAR577,,6/29/2003,In Situ,,186,170,121
SPNWR,13211,Dc,AAR577,,4/3/2006,In Situ,,178,172.5,122.5
SPNWR,13275,Dc,AAR577,,4/13/2006,Relocate,,166,169.25,119
SPNWR,13339,Dc,AAR577,,4/23/2006,In Situ,,180,169.5,120
SPNWR,13017,Dc,AAR577,,5/4/2006,Relocate,,165,169,118.5
SPNWR,13552,Dc,AAR577,,6/1/2006,Dry Run,,176,,
SPNWR,13557,Dc,AAR577,,6/2/2006,In Situ,,180,170.3,118.3
SPNWR,13629,Dc,AAR577,,6/12/2006,Relocate,,170,169.9,118.5
SPNWR,13697,Dc,AAR577,,6/21/2006,Relocate,,152,170.3,119
SPNWR,15392,Dc,AAR577,,4/19/2008,In Situ,,176,169.4,119.2
SPNWR,15477,Dc,AAR577,,4/29/2008,Dry Run,,155,,
SPNWR,15490,Dc,AAR577,,4/30/2008,Probable Lay,,160,169.4,118.7
SPNWR,15669,Dc,AAR577,,5/25/2008,In Situ,,191,170.6,118.5
SPNWR,15806,Dc,AAR577,,6/2/2008,In Situ,,179,170.6,109.5
SPNWR,15858,Dc,AAR577,,6/14/2008,Dry Run,,174,,
SPNWR,15870,Dc,AAR577,,6/14/2008,Dry Run,,159,,
SPNWR,15875,Dc,AAR577,,6/15/2008,Relocate,,149,168.9,119.6
SPNWR,17831,Dc,AAR577,,5/3/2010,In Situ,,165,169.2,116
SPNWR,17898,Dc,AAR577,,5/15/2010,In Situ,,173,170.2,119.2
SPNWR,17951,Dc,AAR577,,5/24/2010,Relocate,,161,170.1,119
SPNWR,17998,Dc,AAR577,,6/3/2010,In Situ,,151,168.8,119
SPNWR,18096,Dc,AAR577,,6/12/2010,In Situ,,174,167.9,120.6
SPNWR,18128,Dc,AAR577,,6/22/2010,Dry Run,,187,,
SPNWR,18134,Dc,AAR577,,6/23/2010,In Situ,,190,170.1,119.3
SPNWR,18169,Dc,AAR577,,7/2/2010,In Situ,,188,169.5,118.9
SPNWR,18182,Dc,AAR577,,7/10/2010,Track Only,,184,,
SPNWR,18193,Dc,AAR577,,7/13/2010,Relocate,,150,170,118.2
SPNWR,32534,Dc,AAR577,,4/25/2012,Lay,,181,171,120.4
SPNWR,32628,Dc,AAR577,,5/9/2012,Lay,,185,171.2,118.6
SPNWR,23581,Dc,AAR577,,6/2/2012,Dry Run,,,,
SPNWR,23582,Dc,AAR577,,6/3/2012,Lay,,190,171.2,119.1
SPNWR,23853,Dc,AAR577,,6/12/2012,Dry Run,176.8,,,
SPNWR,23838,Dc,AAR577,,6/13/2012,Lay,,182,172.1,118.7
SPNWR,23849,Dc,AAR577,,6/13/2012,Dry Run,146.1,,,
SPNWR,23628,Dc,AAR577,,6/22/2012,Lay,,188,172,118.6
SPNWR,23659,Dc,AAR577,,7/2/2012,Lay,,188,171.4,119.6
SPActivity,8233,Dc,AAR577,,4/17/2016,Lay,,188,171.6,119.5
SPActivity,8262,Dc,AAR577,,4/26/2016,Lay,,185,172,119
SPActivity,8325,Dc,AAR577,,5/17/2016,Lay,,186,172,121
SPActivity,8393,Dc,AAR577,,6/18/2016,Track Only,,151,,
SPActivity,8394,Dc,AAR577,,6/19/2016,Track Only,,,,
SPActivity,8397,Dc,AAR577,,6/19/2016,Lay,,184,,
SPActivity,8379,Dc,AAR577,,6/9/2016,Dry Run,,172,,
SPActivity,8380,Dc,AAR577,,6/9/2016,Lay,,179,172,119
SPNWR,8368,Dc,AAR578,,5/25/1995,In Situ,,71,141.2,103.9
SPNWR,8321,Dc,AAR578,,6/22/1995,In Situ,,169,142.6,104.2
SPNWR,8512,Dc,AAR578,,7/2/1995,Dry Run,,101,,
SPNWR,8274,Dc,AAR579,,5/12/1995,Dry Run,,138,,
SPNWR,8356,Dc,AAR579,,5/22/1995,Relocate,,153,153.3,107.8
SPNWR,12033,Dc,AAR579,,4/17/2001,In Situ,,161,,
SPNWR,12134,Dc,AAR579,,4/26/2001,Relocate,,158,156.2,109.6
SPNWR,12288,Dc,AAR579,,5/5/2001,Dry Run,,,,
SPNWR,12303,Dc,AAR579,,5/6/2001,In Situ,,196,155.5,109
SPNWR,12470,Dc,AAR579,,5/15/2001,Relocate,,164,154.9,110.6
SPNWR,12681,Dc,AAR579,,5/24/2001,Dry Run,,113,,
SPNWR,12706,Dc,AAR579,,5/25/2001,Relocate,,172,156.1,108.7
SPNWR,3399,Dc,AAR579,,4/15/2005,Dry Run,,147,,
SPNWR,3409,Dc,AAR579,,4/16/2005,Dry Run,,145,,
SPNWR,8268,Dc,AAR580,,5/11/1995,Relocate,,168,141.6,102.6
SPNWR,8437,Dc,AAR580,,6/7/1995,In Situ,,181,141.6,102.4
SPNWR,8477,Dc,AAR580,,6/18/1995,Dry Run,,163,,
SPNWR,8479,Dc,AAR580,,6/18/1995,Relocate,,152,143.2,102.1
SPNWR,8506,Dc,AAR580,,6/30/1995,Dry Run,,184,,
SPNWR,8509,Dc,AAR580,,7/1/1995,In Situ,,87,141.9,102.3
SPNWR,11189,Dc,AAR580,,4/4/2000,In Situ,,163,,
SPNWR,11325,Dc,AAR580,,4/22/2000,Dry Run,,172,,
SPNWR,11101,Dc,AAR580,,4/23/2000,Dry Run,,151,,
SPNWR,11333,Dc,AAR580,,4/23/2000,Dry Run,,169,,
SPNWR,11347,Dc,AAR580,,4/24/2000,In Situ,,183,142.1,102.3
SPNWR,11840,Dc,AAR580,,5/4/2000,In Situ,,168,142.8,104.5
SPNWR,11585,Dc,AAR580,,5/15/2000,Probable Lay,,163,,
SPNWR,11638,Dc,AAR580,,5/19/2000,Dry Run,,148,,
SPNWR,11482,Dc,AAR580,,5/28/2000,Dry Run,,153,,
SPNWR,11729,Dc,AAR580,,5/29/2000,Relocate,,0,143.1,103.6
SPNWR,8440,Dc,AAR581,,6/9/1995,Relocate,,157,138.5,101.1
SPNWR,430,Dc,AAR581,,4/30/2002,Dry Run,,112,,
SPNWR,8360,Dc,AAR582,,5/22/1995,Relocate,,79,,
SPNWR,8396,Dc,AAR582,,5/30/1995,Dry Run,,124,,
SPNWR,8411,Dc,AAR582,,6/2/1995,In Situ,,88,158.4,113.2
SPNWR,8446,Dc,AAR582,,6/10/1995,In Situ,,70,157,114
SPNWR,8481,Dc,AAR582,,6/19/1995,In Situ,,88,158.2,114.3
SPNWR,8855,Dc,AAR582,,4/3/1997,Relocate,,129,,
SPNWR,8919,Dc,AAR582,,4/12/1997,Dry Run,,160,,
SPNWR,8933,Dc,AAR582,,4/13/1997,Probable Lay,,82,,
SPNWR,9240,Dc,AAR582,,5/11/1997,In Situ,,178,159,
SPNWR,9329,Dc,AAR582,,5/19/1997,Dry Run,,155,,
SPNWR,9344,Dc,AAR582,,5/20/1997,Dry Run,,112,,
SPNWR,9353,Dc,AAR582,,5/21/1997,Probable Lay,,164,158.7,114.8
SPNWR,9482,Dc,AAR582,,5/29/1997,Relocate,,162,159.1,115.1
SPNWR,9664,Dc,AAR582,,6/8/1997,Relocate,,160,159,115.5
SPNWR,10289,Dc,AAR582,,4/12/1999,In Situ,,184,,
SPNWR,10452,Dc,AAR582,,4/30/1999,In Situ,,179,162,116.4
SPNWR,10674,Dc,AAR582,,5/19/1999,Relocate,,154,161.1,116
SPNWR,10841,Dc,AAR582,,5/28/1999,In Situ,,156,160.7,116
SPNWR,10967,Dc,AAR582,,6/15/1999,Dry Run,,95,,
SPNWR,10972,Dc,AAR582,,6/17/1999,Relocate,,153,,
SPNWR,11943,Dc,AAR582,,4/8/2001,In Situ,,120,163.1,118.3
SPNWR,12053,Dc,AAR582,,4/19/2001,In Situ,,180,163,116.9
SPNWR,11875,Dc,AAR582,,4/30/2001,In Situ,,104,164.1,119.8
SPNWR,12332,Dc,AAR582,,5/9/2001,In Situ,,177,,
SPNWR,12523,Dc,AAR582,,5/18/2001,In Situ,,174,163.7,116.3
SPNWR,12754,Dc,AAR582,,5/26/2001,Relocate,,160,162.5,124
SPNWR,12853,Dc,AAR582,,6/5/2001,In Situ,,184,163.3,117
SPNWR,12987,Dc,AAR582,,7/1/2001,In Situ,,85,166,117.5
SPNWR,13058,Dc,AAR582,,7/11/2001,In Situ,,104,163.8,118.4
SPNWR,2530,Dc,AAR582,,3/20/2004,In Situ,,169,163.5,118.9
SPNWR,2609,Dc,AAR582,,4/11/2004,In Situ,,158,164.2,118.4
SPNWR,2680,Dc,AAR582,,4/21/2004,Relocate,,189,164.5,119.2
SPNWR,2760,Dc,AAR582,,4/30/2004,In Situ,,167,164.2,117.3
SPNWR,8420,Dc,AAR583,,6/4/1995,In Situ,,90,153.3,108.8
SPNWR,9076,Dc,AAR583,,4/29/1997,In Situ,,181,155,110.4
SPNWR,9200,Dc,AAR583,,5/8/1997,Relocate,,151,154.6,110.7
SPNWR,9296,Dc,AAR583,,5/16/1997,Relocate,,143,155.2,111.3
SPNWR,9411,Dc,AAR583,,5/25/1997,In Situ,,185,155.2,110
SPNWR,9581,Dc,AAR583,,6/3/1997,Relocate,,156,154.5,110.4
SPNWR,187,Dc,AAR583,,4/10/2002,Relocate,,162,157.1,112.2
SPNWR,316,Dc,AAR583,,4/20/2002,Relocate,,158,157.5,111.6
SPNWR,428,Dc,AAR583,,4/30/2002,Relocate,,166,157.1,111
SPNWR,827,Dc,AAR583,,6/1/2002,In Situ,,111,156.5,111.3
SPNWR,3369,Dc,AAR583,,4/11/2005,Relocate,,164,157.9,112.9
SPNWR,3461,Dc,AAR583,,4/21/2005,Relocate,,153,157.5,113.8
SPNWR,3582,Dc,AAR583,,5/2/2005,In Situ,,170,160.5,114
SPNWR,3679,Dc,AAR583,,5/10/2005,In Situ,,171,161.1,114
SPNWR,3920,Dc,AAR583,,6/4/2005,Probable Lay,,165,155,115
SPNWR,4016,Dc,AAR583,,6/13/2005,Relocate,,163,156.8,113.8
SPNWR,16288,Dc,AAR583,,3/31/2009,Relocate,,144,161.8,116.1
SPNWR,32444,Dc,AAR583,,4/2/2012,Lay,,174,163.5,117.3
SPNWR,32483,Dc,AAR583,,4/12/2012,Lay,,151,163.3,116.4
SPNWR,32547,dc,AAR583,,4/21/2012,Lay,,159,163.3,115.5
SPNWR,32569,Dc,AAR583,,4/30/2012,Lay,,161,164,114.7
SPNWR,32635,Dc,AAR583,,5/10/2012,Lay,,184,163.9,113.9
SPNWR,31781,Dc,AAR583,,5/20/2012,Lay,,177,,
SPNWR,32695,Dc,AAR583,,6/1/2012,Probable Lay,,172,,
SPNWR,8341,Dc,AAR584,,5/19/1995,Relocate,,155,150.8,108.7
SPNWR,8391,Dc,AAR584,,5/29/1995,Dry Run,,152,,
SPNWR,8395,Dc,AAR584,,5/30/1995,Dry Run,,149,,
SPNWR,8401,Dc,AAR584,,5/31/1995,Dry Run,,150,,
SPNWR,8407,Dc,AAR584,,6/1/1995,Relocate,,170,149.8,108.4
SPNWR,8449,Dc,AAR584,,6/11/1995,Dry Run,,172,,
SPNWR,8450,Dc,AAR584,,6/12/1995,Relocate,,148,,
SPNWR,8485,Dc,AAR584,,6/20/1995,Dry Run,,166,,
SPNWR,8487,Dc,AAR584,,6/20/1995,Relocate,,167,150,120.1
SPNWR,10044,Dc,AAR584,,4/18/1998,Dry Run,,174,,
SPNWR,10050,Dc,AAR584,,4/19/1998,In Situ,,158,153.7,111.3
SPNWR,10079,Dc,AAR584,,4/28/1998,In Situ,,174,153.4,111.4
SPNWR,10113,Dc,AAR584,,5/7/1998,Relocate,,160,152.8,110
SPNWR,10137,Dc,AAR584,,5/15/1998,In Situ,,173,,
SPNWR,10141,Dc,AAR584,,5/15/1998,In Situ,,172,153.3,111.4
SPNWR,10164,Dc,AAR584,,5/24/1998,Relocate,,161,153.2,112.4
SPNWR,10176,Dc,AAR584,,6/1/1998,Relocate,,149,153,112.7
SPNWR,10194,Dc,AAR584,,6/10/1998,Relocate,,158,153,114
SPNWR,10216,Dc,AAR584,,6/18/1998,Relocate,,151,,
SPNWR,10249,Dc,AAR584,,6/27/1998,Relocate,,159,152.6,111.2
SPNWR,11956,Dc,AAR584,,4/10/2001,Relocate,,148,156.5,115.3
SPNWR,12060,Dc,AAR584,,4/19/2001,Relocate,,157,156,117
SPNWR,12163,Dc,AAR584,,4/28/2001,Dry Run,,,,
SPNWR,13147,Dc,AAR584,,4/28/2001,Relocate,,152,155.2,116.5
SPNWR,12312,Dc,AAR584,,5/8/2001,In Situ,,194,155,116
SPNWR,12483,Dc,AAR584,,5/16/2001,In Situ,,172,155.5,114
SPNWR,12705,Dc,AAR584,,5/25/2001,In Situ,,166,155.2,114.7
SPNWR,12842,Dc,AAR584,,6/3/2001,In Situ,,191,155.7,116
SPNWR,12913,Dc,AAR584,,6/18/2001,In Situ,,176,154.8,116.2
SPNWR,12963,Dc,AAR584,,6/28/2001,In Situ,,191,155.5,122
SPNWR,1098,Dc,AAR584,,4/3/2003,Relocate,,166,157.1,116.1
SPNWR,1208,Dc,AAR584,,4/14/2003,In Situ,,165,157.5,117.1
SPNWR,1314,Dc,AAR584,,4/24/2003,Probable Lay,,156,157.5,117.2
SPNWR,1505,Dc,AAR584,,5/4/2003,Dry Run,,179,,
SPNWR,1517,Dc,AAR584,,5/4/2003,In Situ,,190,,
SPNWR,1708,Dc,AAR584,,5/13/2003,Relocate,,171,156.9,118.1
SPNWR,1906,Dc,AAR584,,5/23/2003,In Situ,,170,156.5,116.8
SPNWR,2077,Dc,AAR584,,5/31/2003,In Situ,,168,157.2,118.1
SPNWR,2219,Dc,AAR584,,6/9/2003,Relocate,,150,157.2,117
SPNWR,2333,Dc,AAR584,,6/18/2003,In Situ,,175,167,116.5
SPNWR,2246,Dc,AAR584,,7/9/2003,Relocate,,155,,
SPNWR,3249,Dc,AAR584,,4/12/2005,In Situ,,168,157.2,117.3
SPNWR,3494,Dc,AAR584,,4/25/2005,Relocate,,165,156.7,117.4
SPNWR,3616,Dc,AAR584,,5/5/2005,In Situ,,173,157.6,117.5
SPNWR,8590,Dc,AAR585,,4/20/1996,In Situ,,187,151.2,109
SPNWR,8624,Dc,AAR585,,4/30/1996,Relocate,,170,150.6,107.5
SPNWR,8660,Dc,AAR585,,5/10/1996,Relocate,,159,,
SPNWR,8297,Dc,AAR586,,5/17/1995,In Situ,,188,150,103.5
SPNWR,8455,Dc,AAR586,,6/12/1995,Relocate,,159,,
SPNWR,8488,Dc,AAR586,,6/20/1995,In Situ,,177,160,149
SPNWR,8505,Dc,AAR586,,6/30/1995,Dry Run,,164,,
SPNWR,8510,Dc,AAR586,,7/1/1995,In Situ,,169,149.5,102.5
SPNWR,10299,Dc,AAR586,,4/14/1999,In Situ,,183,150.2,103.5
SPNWR,10403,Dc,AAR586,,4/24/1999,In Situ,,182,150.3,103.6
SPNWR,10519,Dc,AAR586,,5/4/1999,In Situ,,149,150.5,103.3
SPNWR,10756,Dc,AAR586,,5/23/1999,In Situ,,155,150.5,106
SPNWR,10794,Dc,AAR586,,6/1/1999,Dry Run,,143,,
SPNWR,10807,Dc,AAR586,,6/2/1999,In Situ,,193,150.9,104.9
SPNWR,10946,Dc,AAR586,,6/11/1999,Dry Run,,181,,
SPNWR,10954,Dc,AAR586,,6/12/1999,Dry Run,,159,,
SPNWR,10956,Dc,AAR586,,6/13/1999,In Situ,,195,150.5,103
SPNWR,11018,Dc,AAR586,,6/25/1999,Relocate,,147,151,104
SPNWR,1084,Dc,AAR586,,4/2/2003,In Situ,,177,151,114
SPNWR,1185,Dc,AAR586,,4/12/2003,In Situ,,199,152,105.2
SPNWR,1296,Dc,AAR586,,4/22/2003,Relocate,,170,151.7,105.1
SPNWR,1480,Dc,AAR586,,5/2/2003,In Situ,,171,140.9,100.3
SPNWR,1678,Dc,AAR586,,5/11/2003,Relocate,,160,152.5,103.1
SPNWR,1873,Dc,AAR586,,5/21/2003,In Situ,,192,151.3,106.4
SPNWR,1865,Dc,AAR586,,6/3/2003,Dry Run,,179,,
SPNWR,2147,Dc,AAR586,,6/4/2003,Dry Run,,67,,
SPNWR,2159,Dc,AAR586,,6/4/2003,Relocate,,156,151.9,105.6
SPNWR,14053,Dc,AAR586,,4/1/2007,In Situ,,160,,
SPNWR,14233,Dc,AAR586,,4/11/2007,In Situ,,161,153,107
SPNWR,14325,Dc,AAR586,,4/20/2007,Probable Lay,,178,,
SPNWR,14440,Dc,AAR586,,5/1/2007,In Situ,,175,150.9,106.2
SPNWR,14575,Dc,AAR586,,5/11/2007,Relocate,,163,154,118
SPNWR,14721,Dc,AAR586,,5/20/2007,In Situ,,187,151.1,110
SPNWR,14865,Dc,AAR586,,5/29/2007,In Situ,,188,153,107
SPNWR,16355,Dc,AAR586,,4/9/2009,In Situ,,180,153.4,106.5
SPNWR,16503,Dc,AAR586,,4/20/2009,In Situ,,182,155.5,108.5
SPNWR,16628,Dc,AAR586,,4/29/2009,Probable Lay,,171,,
SPNWR,16764,Dc,AAR586,,5/9/2009,Relocate,,166,,
SPNWR,16906,Dc,AAR586,,5/18/2009,Relocate,,146,155.3,109
SPNWR,17038,Dc,AAR586,,5/26/2009,Relocate,,157,,
SPNWR,17186,Dc,AAR586,,6/4/2009,Relocate,,158,152.3,108.5
SPNWR,32427,Dc,AAR586,,3/27/2012,Lay,,175,156,108.3
SPNWR,32468,Dc,AAR586,,4/9/2012,Lay,,180,156.9,108.8
SPNWR,32507,Dc,AAR586,,4/20/2012,Lay,,175,156,108.5
SPNWR,32577,Dc,AAR586,,5/3/2012,Lay,,152,156.5,107.4
SPNWR,32617,Dc,AAR586,,5/12/2012,Lay,,167,156.4,107.3
